time,pos,vel,tau
2.779999999999984706e+00,-2.470863436819453085e+00,-5.522626952981935844e+00,-9.052674112327581402e-03
2.789999999999984492e+00,-2.523662554030094540e+00,-5.044634477313580945e+00,-8.764535518684394427e-03
2.799999999999984279e+00,-2.571877342136216882e+00,-4.605349898203089154e+00,-8.484575790251393246e-03
2.809999999999984066e+00,-2.615883066868481155e+00,-4.202390221583608643e+00,-8.213778000451385161e-03
2.819999999999983853e+00,-2.656030822475862863e+00,-3.833318591516492013e+00,-7.953485249360065304e-03
2.829999999999983640e+00,-2.692647333531205778e+00,-3.495708462175016074e+00,-7.704427557557048944e-03
2.839999999999983427e+00,-2.726035319430666792e+00,-3.187192787579121500e+00,-7.467078381672083084e-03
2.849999999999983213e+00,-2.756474265201408702e+00,-2.905496790237651616e+00,-7.241651199250415637e-03
2.859999999999983000e+00,-2.784221459963014400e+00,-2.648459290520989828e+00,-7.028168048146312893e-03
2.869999999999982787e+00,-2.809513202189634296e+00,-2.414045192313953425e+00,-6.826500438871712512e-03
2.879999999999982574e+00,-2.832566095603207490e+00,-2.200351482235705092e+00,-6.636405926675029848e-03
2.889999999999982361e+00,-2.853578380123744651e+00,-2.005608520949580864e+00,-6.457557205401108502e-03
2.899999999999982148e+00,-2.872731258020666090e+00,-1.828178006705651004e+00,-6.289565669265455988e-03
2.909999999999981934e+00,-2.890190187483254292e+00,-1.666548658865455002e+00,-6.132000273043278389e-03
2.919999999999981721e+00,-2.906106124951249647e+00,-1.519330409206731902e+00,-5.984402544762483164e-03
2.929999999999981508e+00,-2.920616704364940919e+00,-1.385247685837064369e+00,-5.846298447104982150e-03
2.939999999999981295e+00,-2.933847346523838606e+00,-1.263132218038199417e+00,-5.717207671978492139e-03
2.949999999999981082e+00,-2.945912295399574887e+00,-1.151915670738859365e+00,-5.596650851965576101e-03
2.959999999999980869e+00,-2.956915580860041803e+00,-1.050622326669744089e+00,-5.484155087198911392e-03
2.969999999999980655e+00,-2.966951909084383221e+00,-9.583619661460235362e-01,-5.379258114560206416e-03
2.979999999999980442e+00,-2.976107483180837399e+00,-8.743230436939180006e-01,-5.281511386411949331e-03
2.989999999999980229e+00,-2.984460757314201906e+00,-7.977662233161941785e-01,-5.190482276691581708e-03
2.999999999999980016e+00,-2.992083128123297353e+00,-7.280183068921330936e-01,-5.105755591552217816e-03
3.009999999999979803e+00,-2.999039567449594212e+00,-6.644665705613763684e-01,-5.026934528409412843e-03
3.019999999999979590e+00,-3.005389200472705635e+00,-6.065535100460912599e-01,-4.953641200009144610e-03
3.029999999999979376e+00,-3.011185833306629700e+00,-5.537719862656923508e-01,-4.885516817911735206e-03
3.039999999999979163e+00,-3.016478433989594699e+00,-5.056607561830808173e-01,-4.822221611683111947e-03
3.049999999999978950e+00,-3.021311570627537524e+00,-4.618003697494509341e-01,-4.763434545361423106e-03
3.059999999999978737e+00,-3.025725810246738590e+00,-4.218094114504914449e-01,-4.708852880794370081e-03
3.069999999999978524e+00,-3.029758081689507776e+00,-3.853410638224167295e-01,-4.658191627711906653e-03
3.079999999999978311e+00,-3.033442005658484319e+00,-3.520799700441169522e-01,-4.611182912500294204e-03
3.089999999999978098e+00,-3.036808194787401494e+00,-3.217393730554141129e-01,-4.567575291224174050e-03
3.099999999999977884e+00,-3.039884526394083686e+00,-2.940585094037230784e-01,-4.527133027230320454e-03
3.109999999999977671e+00,-3.042696390358328173e+00,-2.688002370374108496e-01,-4.489635349439892453e-03
3.119999999999977458e+00,-3.045266914365232225e+00,-2.457488774379678054e-01,-4.454875704001104442e-03
3.129999999999977245e+00,-3.047617168564647816e+00,-2.247082537384939294e-01,-4.422661009192848346e-03
3.139999999999977032e+00,-3.049766351520300844e+00,-2.054999077585581979e-01,-4.392810921210043608e-03
3.149999999999976819e+00,-3.051731959157769847e+00,-1.879614801573740723e-01,-4.365157116639816447e-03
3.159999999999976605e+00,-3.053529938268736643e+00,-1.719452391425178028e-01,-4.339542595959129320e-03
3.169999999999976392e+00,-3.055174825989233511e+00,-1.573167443532347554e-01,-4.315821011194453417e-03
3.179999999999976179e+00,-3.056679876541441576e+00,-1.439536336553478013e-01,-4.293856019927357048e-03
3.189999999999975966e+00,-3.058057176411251632e+00,-1.317445216332319147e-01,-4.273520667062782885e-03
3.199999999999975753e+00,-3.059317749026592814e+00,-1.205879995409168959e-01,-4.254696795163731386e-03
3.209999999999975540e+00,-3.060471649903731883e+00,-1.103917273792371645e-01,-4.237274483671258501e-03
3.219999999999975326e+00,-3.061528053139640271e+00,-1.010716096007244907e-01,-4.221151516946093814e-03
3.229999999999975113e+00,-3.062495330047433573e+00,-9.255104671144563644e-02,-4.206232880771297762e-03
3.239999999999974900e+00,-3.063381120658145385e+00,-8.476025574262446849e-02,-4.192430286725045210e-03
3.249999999999974687e+00,-3.064192398745089640e+00,-7.763565320854851071e-02,-4.179661723660465199e-03
3.259999999999974474e+00,-3.064935530966220512e+00,-7.111929475492483055e-02,-4.167851035401848314e-03
3.269999999999974261e+00,-3.065616330664644451e+00,-6.515836623756646184e-02,-4.156927523674345572e-03
3.279999999999974047e+00,-3.066240106817330169e+00,-5.970472145908384959e-02,-4.146825575226465235e-03
3.289999999999973834e+00,-3.066811708576581808e+00,-5.471446223484918714e-02,-4.137484312063106559e-03
3.299999999999973621e+00,-3.067335565807606912e+00,-5.014755686269807555e-02,-4.128847263693942275e-03
3.309999999999973408e+00,-3.067815725988109143e+00,-4.596749343690946510e-02,-4.120862060295018420e-03
3.319999999999973195e+00,-3.068255887801940140e+00,-4.214096477931685014e-02,-4.113480145694507761e-03
3.329999999999972982e+00,-3.068659431728092635e+00,-3.863758206183484645e-02,-4.106656509109920215e-03
3.339999999999972768e+00,-3.069029447898460106e+00,-3.542961446804980541e-02,-4.100349434591227249e-03
3.349999999999972555e+00,-3.069368761472519136e+00,-3.249175248934747795e-02,-4.094520267155242303e-03
3.359999999999972342e+00,-3.069679955754188949e+00,-2.980089267568543018e-02,-4.089133194633100439e-03
3.369999999999972129e+00,-3.069965393255356556e+00,-2.733594186466214299e-02,-4.084155044289208489e-03
3.379999999999971916e+00,-3.070227234891736323e+00,-2.507763909698195598e-02,-4.079555093311269635e-03
3.389999999999971703e+00,-3.070467457479656215e+00,-2.300839359352965102e-02,-4.075304892311670812e-03
3.399999999999971489e+00,-3.070687869686889560e+00,-2.111213732065358312e-02,-4.071378101021441709e-03
3.409999999999971276e+00,-3.070890126576613977e+00,-1.937419080741201172e-02,-4.067750335399439310e-03
3.419999999999971063e+00,-3.071075742870849723e+00,-1.778114100280873619e-02,-4.064399025421317618e-03
3.429999999999970850e+00,-3.071246105048179853e+00,-1.632073007360462444e-02,-4.061303282850993110e-03
3.439999999999970637e+00,-3.071402482380081178e+00,-1.498175414526883333e-02,-4.058443778336542039e-03
3.449999999999970424e+00,-3.071546037000691953e+00,-1.375397108107984621e-02,-4.055802627212563849e-03
3.459999999999970210e+00,-3.071677833096215338e+00,-1.262801647808194094e-02,-4.053363283423266558e-03
3.469999999999969997e+00,-3.071798845292334601e+00,-1.159532713451100205e-02,-4.051110441019488417e-03
3.479999999999969784e+00,-3.071909966310908846e+00,-1.064807131205885646e-02,-4.049029942713226055e-03
3.489999999999969571e+00,-3.072012013960768950e+00,-9.779085178682905138e-03,-4.047108695007043885e-03
3.499999999999969358e+00,-3.072105737521582558e+00,-8.981814874167619658e-03,-4.045334589444915876e-03
3.509999999999969145e+00,-3.072191823574433656e+00,-8.250263691869106145e-03,-4.043696429560413551e-03
3.519999999999968932e+00,-3.072270901327935899e+00,-7.578943916526656097e-03,-4.042183863125436982e-03
3.529999999999968718e+00,-3.072343547484314819e+00,-6.962832900142781889e-03,-4.040787319328541585e-03
3.539999999999968505e+00,-3.072410290685901213e+00,-6.397332996114206242e-03,-4.039497950534584603e-03
3.549999999999968292e+00,-3.072471615578863169e+00,-5.878235006496158530e-03,-4.038307578305094445e-03
3.559999999999968079e+00,-3.072527966527712096e+00,-5.401684828662812327e-03,-4.037208643373669040e-03
3.569999999999967866e+00,-3.072579751011119242e+00,-4.964153016179313760e-03,-4.036194159296203725e-03
3.579999999999967653e+00,-3.072627342726870658e+00,-4.562406994603425414e-03,-4.035257669514453853e-03
3.589999999999967439e+00,-3.072671084431303434e+00,-4.193485696397959532e-03,-4.034393207585943927e-03
3.599999999999967226e+00,-3.072711290536324746e+00,-3.854676400476087644e-03,-4.033595260353128008e-03
3.609999999999967013e+00,-3.072748249485066196e+00,-3.543493581282134829e-03,-4.032858733840515540e-03
3.619999999999966800e+00,-3.072782225925363431e+00,-3.257659589872618187e-03,-4.032178921680649314e-03
3.629999999999966587e+00,-3.072813462698559483e+00,-2.995087005466425499e-03,-4.031551475887459185e-03
3.639999999999966374e+00,-3.072842182659585752e+00,-2.753862510391328310e-03,-4.030972379802797573e-03
3.649999999999966160e+00,-3.072868590342874295e+00,-2.532232154606613682e-03,-4.030437923061914660e-03
3.659999999999965947e+00,-3.072892873487376164e+00,-2.328587887887473631e-03,-4.029944678425823046e-03
3.669999999999965734e+00,-3.072915204432795644e+00,-2.141455248706430892e-03,-4.029489480347045807e-03
3.679999999999965521e+00,-3.072935741398093334e+00,-1.969482108701055365e-03,-4.029069405139230030e-03
3.689999999999965308e+00,-3.072954629652345560e+00,-1.811428380636748593e-03,-4.028681752633506835e-03
3.699999999999965095e+00,-3.072972002587165186e+00,-1.666156605954913651e-03,-4.028324029211853216e-03
3.709999999999964881e+00,-3.072987982699092679e+00,-1.532623345430137287e-03,-4.027993932115297819e-03
3.719999999999964668e+00,-3.073002682489630377e+00,-1.409871303233154556e-03,-4.027689334932511508e-03
3.729999999999964455e+00,-3.073016205289933911e+00,-1.297022120863350466e-03,-4.027408274181937253e-03
3.739999999999964242e+00,-3.073028646016560117e+00,-1.193269783009803754e-03,-4.027148936905344465e-03
3.749999999999964029e+00,-3.073040091864126300e+00,-1.097874582507703083e-03,-4.026909649198122734e-03
3.759999999999963816e+00,-3.073050622940220578e+00,-1.010157596193824369e-03,-4.026688865605793262e-03
3.769999999999963602e+00,-3.073060312847454068e+00,-9.294956277014041097e-04,-4.026485159323030250e-03
3.779999999999963389e+00,-3.073069229217114007e+00,-8.553165770797377908e-04,-4.026297213134285256e-03
3.789999999999963176e+00,-3.073077434198505653e+00,-7.870952006333387443e-04,-4.026123811041167760e-03
3.799999999999962963e+00,-3.073084984907709316e+00,-7.243492275685650119e-04,-4.025963830524711962e-03
3.809999999999962750e+00,-3.073091933839168011e+00,-6.666358029424799235e-04,-4.025816235394686152e-03
3.819999999999962537e+00,-3.073098329243227678e+00,-6.135482290722883746e-04,-4.025680069182668505e-03
3.829999999999962323e+00,-3.073104215472482359e+00,-5.647129799708917441e-04,-4.025554449037033883e-03
3.839999999999962110e+00,-3.073109633299536902e+00,-5.197869655801654661e-04,-4.025438560082513460e-03
3.849999999999961897e+00,-3.073114620208579506e+00,-4.784550245896526059e-04,-4.025331650209452300e-03
3.859999999999961684e+00,-3.073119210662947687e+00,-4.404276264487986137e-04,-4.025233025259761753e-03
3.869999999999961471e+00,-3.073123436350690962e+00,-4.054387648598593570e-04,-4.025142044579920267e-03
3.879999999999961258e+00,-3.073127326409962556e+00,-3.732440265749567597e-04,-4.025058116914064996e-03
3.889999999999961044e+00,-3.073130907635917897e+00,-3.436188206745835905e-04,-4.024980696609237359e-03
3.899999999999960831e+00,-3.073134204670655123e+00,-3.163567548314004060e-04,-4.024909280112301535e-03
3.909999999999960618e+00,-3.073137240177604035e+00,-2.912681461499146704e-04,-4.024843402732458664e-03
3.919999999999960405e+00,-3.073140035001654002e+00,-2.681786553127804866e-04,-4.024782635653860463e-03
3.929999999999960192e+00,-3.073142608316196345e+00,-2.469280336534155490e-04,-4.024726583174792482e-03
3.939999999999959979e+00,-3.073144977758168750e+00,-2.273689737047857821e-04,-4.024674880159334958e-03
3.949999999999959766e+00,-3.073147159552085839e+00,-2.093660545659294125e-04,-4.024627189684046487e-03
3.959999999999959552e+00,-3.073149168623968475e+00,-1.927947741595082928e-04,-4.024583200865057206e-03
3.969999999999959339e+00,-3.073151018706000048e+00,-1.775406611226972345e-04,-4.024542626851360626e-03
3.979999999999959126e+00,-3.073152722432675787e+00,-1.634984597102098530e-04,-4.024505202973078719e-03
3.989999999999958913e+00,-3.073154291429142315e+00,-1.505713816138305207e-04,-4.024470685030676759e-03
3.999999999999958700e+00,-3.073155736392366943e+00,-1.386704191540477052e-04,-4.024438847716678945e-03
4.009999999999958931e+00,-3.073157067165727341e+00,-1.277137147330676271e-04,-4.024409483157650666e-03
4.019999999999958717e+00,-3.073158292807558034e+00,-1.176259818948942082e-04,-4.024382399568997640e-03
4.029999999999958504e+00,-3.073159421654149792e+00,-1.083379737186420695e-04,-4.024357420013023601e-03
4.039999999999958291e+00,-3.073160461377653974e+00,-9.978599462192934042e-05,-4.024334381252099406e-03
4.049999999999958078e+00,-3.073161419039307951e+00,-9.191145200102681181e-05,-4.024313132690803506e-03
4.059999999999957865e+00,-3.073162301138363972e+00,-8.466044441632874899e-05,-4.024293535399228391e-03
4.069999999999957652e+00,-3.073163113657070511e+00,-7.798338329834163599e-05,-4.024275461210706679e-03
4.079999999999957438e+00,-3.073163862102026744e+00,-7.183464544207537352e-05,-4.024258791890661727e-03
4.089999999999957225e+00,-3.073164551542208578e+00,-6.617225373790349384e-05,-4.024243418368322889e-03
4.099999999999957012e+00,-3.073165186643931346e+00,-6.095758381929540406e-05,-4.024229240027521991e-03
4.109999999999956799e+00,-3.073165771703002314e+00,-5.615509452017762793e-05,-4.024216164053404272e-03
4.119999999999956586e+00,-3.073166310674289026e+00,-5.173208017129206197e-05,-4.024204104828347367e-03
4.129999999999956373e+00,-3.073166807198912220e+00,-4.765844295551461082e-05,-4.024192983374893888e-03
4.139999999999956160e+00,-3.073167264629256490e+00,-4.390648368460953188e-05,-4.024182726841869957e-03
4.149999999999955946e+00,-3.073167686051975434e+00,-4.045070949028971405e-05,-4.024173268030095327e-03
4.159999999999955733e+00,-3.073168074309152509e+00,-3.726765704696632150e-05,-4.024164544954528765e-03
4.169999999999955520e+00,-3.073168432017767682e+00,-3.433573006256535612e-05,-4.024156500440348970e-03
4.179999999999955307e+00,-3.073168761587603992e+00,-3.163504987911998362e-05,-4.024149081750567555e-03
4.189999999999955094e+00,-3.073169065237724151e+00,-2.914731810560009949e-05,-4.024142240241760163e-03
4.199999999999954881e+00,-3.073169345011628639e+00,-2.685569032279641643e-05,-4.024135931047357999e-03
4.209999999999954667e+00,-3.073169602791201438e+00,-2.474465993202712828e-05,-4.024130112783826443e-03
4.219999999999954454e+00,-3.073169840309545098e+00,-2.279995136746764065e-05,-4.024124747282133326e-03
4.229999999999954241e+00,-3.073170059162787293e+00,-2.100842186606636822e-05,-4.024119799337030207e-03
4.239999999999954028e+00,-3.073170260820950350e+00,-1.935797114216450621e-05,-4.024115236478406285e-03
4.249999999999953815e+00,-3.073170446637949915e+00,-1.783745829411964977e-05,-4.024111028758054452e-03
4.259999999999953602e+00,-3.073170617860800036e+00,-1.643662538564127633e-05,-4.024107148554874856e-03
4.269999999999953388e+00,-3.073170775638083718e+00,-1.514602714275608099e-05,-4.024103570393721199e-03
4.279999999999953175e+00,-3.073170921027749358e+00,-1.395696628767452256e-05,-4.024100270779410252e-03
4.289999999999952962e+00,-3.073171055004286778e+00,-1.286143403858766153e-05,-4.024097228042380035e-03
4.299999999999952749e+00,-3.073171178465333053e+00,-1.185205537700210806e-05,-4.024094422197612569e-03
4.309999999999952536e+00,-3.073171292237753427e+00,-1.092203868448991023e-05,-4.024091834813493980e-03
4.319999999999952323e+00,-3.073171397083237721e+00,-1.006512940722365825e-05,-4.024089448891418619e-03
4.329999999999952109e+00,-3.073171493703454882e+00,-9.275567414649291760e-06,-4.024087248754271498e-03
4.339999999999951896e+00,-3.073171582744795849e+00,-8.548047764430918044e-06,-4.024085219943986796e-03
4.349999999999951683e+00,-3.073171664802741621e+00,-7.877684592171582608e-06,-4.024083349126596036e-03
4.359999999999951470e+00,-3.073171740425884035e+00,-7.259977886101599469e-06,-4.024081624005322773e-03
4.369999999999951257e+00,-3.073171810119628145e+00,-6.690782904320664004e-06,-4.024080033239738410e-03
4.379999999999951044e+00,-3.073171874349601929e+00,-6.166282024864391783e-06,-4.024078566371348635e-03
4.389999999999950830e+00,-3.073171933544794232e+00,-5.682958841317349932e-06,-4.024077213755305159e-03
4.399999999999950617e+00,-3.073171988100446672e+00,-5.237574318051070854e-06,-4.024075966497226223e-03
4.409999999999950404e+00,-3.073172038380713733e+00,-4.827144834150038040e-06,-4.024074816394276714e-03
4.419999999999950191e+00,-3.073172084721114583e+00,-4.448921982716333427e-06,-4.024073755882198386e-03
4.429999999999949978e+00,-3.073172127430789935e+00,-4.100373968746186227e-06,-4.024072777985230123e-03
4.439999999999949765e+00,-3.073172166794581273e+00,-3.779168484824828599e-06,-4.024071876270424002e-03
4.449999999999949551e+00,-3.073172203074944875e+00,-3.483156946209859456e-06,-4.024071044805466353e-03
4.459999999999949338e+00,-3.073172236513714850e+00,-3.210359975178679454e-06,-4.024070278119629140e-03
4.469999999999949125e+00,-3.073172267333726726e+00,-2.958954038929200536e-06,-4.024069571168083226e-03
4.479999999999948912e+00,-3.073172295740314475e+00,-2.727259146039332772e-06,-4.024068919298707039e-03
4.489999999999948699e+00,-3.073172321922686301e+00,-2.513727515117259571e-06,-4.024068318221367228e-03
4.499999999999948486e+00,-3.073172346055194737e+00,-2.316933143257603314e-06,-4.024067763979944506e-03
4.509999999999948272e+00,-3.073172368298504598e+00,-2.135562201974459244e-06,-4.024067252926406477e-03
4.519999999999948059e+00,-3.073172388800669896e+00,-1.968404188418734571e-06,-4.024066781696565738e-03
4.529999999999947846e+00,-3.073172407698125941e+00,-1.814343781305782319e-06,-4.024066347188316045e-03
4.539999999999947633e+00,-3.073172425116602380e+00,-1.672353338441401152e-06,-4.024065946541005578e-03
4.549999999999947420e+00,-3.073172441171964309e+00,-1.541485986984681908e-06,-4.024065577116675042e-03
4.559999999999947207e+00,-3.073172455970988537e+00,-1.420869263424227998e-06,-4.024065236482972374e-03
4.569999999999946994e+00,-3.073172469612076796e+00,-1.309699250301187301e-06,-4.024064922396737055e-03
4.579999999999946780e+00,-3.073172482185914323e+00,-1.207235181484318079e-06,-4.024064632789679970e-03
4.589999999999946567e+00,-3.073172493776075598e+00,-1.112794469353726159e-06,-4.024064365754469186e-03
4.599999999999946354e+00,-3.073172504459583010e+00,-1.025748125651168818e-06,-4.024064119532291123e-03
4.609999999999946141e+00,-3.073172514307421110e+00,-9.455165488933473162e-07,-4.024063892501606073e-03
4.619999999999945928e+00,-3.073172523385010457e+00,-8.715656308912687054e-07,-4.024063683166690351e-03
4.629999999999945715e+00,-3.073172531752644598e+00,-8.034031883149094108e-07,-4.024063490148869875e-03
4.639999999999945501e+00,-3.073172539465892861e+00,-7.405756602522983564e-07,-4.024063312176575855e-03
4.649999999999945288e+00,-3.073172546575970276e+00,-6.826650707912838537e-07,-4.024063148077149099e-03
4.659999999999945075e+00,-3.073172553130079532e+00,-6.292862360812139393e-07,-4.024062996769579327e-03
4.669999999999944862e+00,-3.073172559171725826e+00,-5.800841866941080122e-07,-4.024062857257015499e-03
4.679999999999944649e+00,-3.073172564741006862e+00,-5.347317909389846795e-07,-4.024062728620124429e-03
4.689999999999944436e+00,-3.073172569874880189e+00,-4.929275708502223774e-07,-4.024062610011320228e-03
4.699999999999944222e+00,-3.073172574607408780e+00,-4.543936848399574734e-07,-4.024062500648951241e-03
4.709999999999944009e+00,-3.073172578969988855e+00,-4.188740749446203539e-07,-4.024062399812460174e-03
4.719999999999943796e+00,-3.073172582991557711e+00,-3.861327520953864525e-07,-4.024062306837141757e-03
4.729999999999943583e+00,-3.073172586698788233e+00,-3.559522250678317010e-07,-4.024062221110426968e-03
4.739999999999943370e+00,-3.073172590116265201e+00,-3.281320463069614292e-07,-4.024062142067244378e-03
4.749999999999943157e+00,-3.073172593266648267e+00,-3.024874739025810463e-07,-4.024062069186585405e-03
4.759999999999942943e+00,-3.073172596170824722e+00,-2.788482430090651232e-07,-4.024062001988258641e-03
4.769999999999942730e+00,-3.073172598848046277e+00,-2.570574226333168127e-07,-4.024061940029018819e-03
4.779999999999942517e+00,-3.073172601316058739e+00,-2.369703783751511886e-07,-4.024061882900737547e-03
4.789999999999942304e+00,-3.073172603591219243e+00,-2.184538010062455425e-07,-4.024061830226625947e-03
4.799999999999942091e+00,-3.073172605688605064e+00,-2.013848229631367485e-07,-4.024061781659556310e-03
4.809999999999941878e+00,-3.073172607622114416e+00,-1.856501988421229107e-07,-4.024061736879408838e-03
4.819999999999941664e+00,-3.073172609404557498e+00,-1.711455476125317043e-07,-4.024061695590777470e-03
4.829999999999941451e+00,-3.073172611047742642e+00,-1.577746622238347956e-07,-4.024061657521589043e-03
4.839999999999941238e+00,-3.073172612562554917e+00,-1.454488660108313921e-07,-4.024061622420809121e-03
4.849999999999941025e+00,-3.073172613959028077e+00,-1.340864244446659896e-07,-4.024061590057048145e-03
4.859999999999940812e+00,-3.073172615246411166e+00,-1.236120004531644089e-07,-4.024061560216912574e-03
4.869999999999940599e+00,-3.073172616433229365e+00,-1.139561523775130161e-07,-4.024061532703604102e-03
4.879999999999940385e+00,-3.073172617527341721e+00,-1.050548743885958757e-07,-4.024061507335811166e-03
4.889999999999940172e+00,-3.073172618535992662e+00,-9.684916672314254923e-08,-4.024061483946114737e-03
4.899999999999939959e+00,-3.073172619465860400e+00,-8.928464696246698915e-08,-4.024061462380343866e-03
4.909999999999939746e+00,-3.073172620323100901e+00,-8.231118760936567167e-08,-4.024061442496297200e-03
4.919999999999939533e+00,-3.073172621113388736e+00,-7.588258359782602200e-08,-4.024061424162881685e-03
4.929999999999939320e+00,-3.073172621841955277e+00,-6.995624209969324896e-08,-4.024061407259085614e-03
4.939999999999939106e+00,-3.073172622513622443e+00,-6.449290331741021743e-08,-4.024061391673501575e-03
4.949999999999938893e+00,-3.073172623132835124e+00,-5.945637789333772805e-08,-4.024061377303320315e-03
4.959999999999938680e+00,-3.073172623703691819e+00,-5.481330807847130420e-08,-4.024061364053897923e-03
4.969999999999938467e+00,-3.073172624229969507e+00,-5.053294268439697799e-08,-4.024061351837653414e-03
4.979999999999938254e+00,-3.073172624715150736e+00,-4.658693518408459971e-08,-4.024061340574057455e-03
4.989999999999938041e+00,-3.073172625162445826e+00,-4.294915819050352696e-08,-4.024061330188966230e-03
4.999999999999937828e+00,-3.073172625574813743e+00,-3.959552487135970683e-08,-4.024061320613729793e-03
5.009999999999937614e+00,-3.073172625954982973e+00,-3.650383239826342365e-08,-4.024061311785268394e-03
5.019999999999937401e+00,-3.073172626305468391e+00,-3.365361356804264536e-08,-4.024061303645308334e-03
5.029999999999937188e+00,-3.073172626628588144e+00,-3.102600147486595314e-08,-4.024061296140178136e-03
5.039999999999936975e+00,-3.073172626926479634e+00,-2.860360381332386995e-08,-4.024061289220360986e-03
5.049999999999936762e+00,-3.073172627201112839e+00,-2.637038736837571882e-08,-4.024061282840200697e-03
5.059999999999936549e+00,-3.073172627454304529e+00,-2.431157322850227737e-08,-4.024061276957675327e-03
5.069999999999936335e+00,-3.073172627687728919e+00,-2.241353613995509743e-08,-4.024061271533876764e-03
5.079999999999936122e+00,-3.073172627902929666e+00,-2.066371771818660797e-08,-4.024061266533165981e-03
5.089999999999935909e+00,-3.073172628101330073e+00,-1.905053879793479294e-08,-4.024061261922407158e-03
5.099999999999935696e+00,-3.073172628284241981e+00,-1.756332663633107752e-08,-4.024061257671279063e-03
5.109999999999935483e+00,-3.073172628452874644e+00,-1.619224268064467506e-08,-4.024061253751748564e-03
5.119999999999935270e+00,-3.073172628608343171e+00,-1.492821503719985942e-08,-4.024061250137827769e-03
5.129999999999935056e+00,-3.073172628751675184e+00,-1.376288406544381523e-08,-4.024061246805869796e-03
5.139999999999934843e+00,-3.073172628883818369e+00,-1.268853935918051687e-08,-4.024061243733684928e-03
5.149999999999934630e+00,-3.073172629005646694e+00,-1.169807535541973862e-08,-4.024061240901152109e-03
5.159999999999934417e+00,-3.073172629117964849e+00,-1.078494161729297158e-08,-4.024061238289536324e-03
5.169999999999934204e+00,-3.073172629221515795e+00,-9.943100474355719225e-09,-4.024061235881734935e-03
5.179999999999933991e+00,-3.073172629316983873e+00,-9.166982493545132165e-09,-4.024061233661606340e-03
5.189999999999933777e+00,-3.073172629405000134e+00,-8.451457280029940189e-09,-4.024061231614750600e-03
5.199999999999933564e+00,-3.073172629486146334e+00,-7.791790620441703182e-09,-4.024061229727401816e-03
5.209999999999933351e+00,-3.073172629560958935e+00,-7.183622311572938742e-09,-4.024061227987342330e-03
5.219999999999933138e+00,-3.073172629629932207e+00,-6.622931409702247524e-09,-4.024061226383028426e-03
5.229999999999932925e+00,-3.073172629693522229e+00,-6.106010452695966314e-09,-4.024061224903825382e-03
5.239999999999932712e+00,-3.073172629752149110e+00,-5.629441135343695758e-09,-4.024061223539946754e-03
5.249999999999932498e+00,-3.073172629806200096e+00,-5.190073323206592477e-09,-4.024061222282477798e-03
5.259999999999932285e+00,-3.073172629856032678e+00,-4.785002826820373882e-09,-4.024061221123116129e-03
5.269999999999932072e+00,-3.073172629901975927e+00,-4.411550584829696904e-09,-4.024061220054100593e-03
5.279999999999931859e+00,-3.073172629944333600e+00,-4.067249419588283147e-09,-4.024061219068547808e-03
5.289999999999931646e+00,-3.073172629983385473e+00,-3.749823537604329264e-09,-4.024061218159881437e-03
5.299999999999931433e+00,-3.073172630019389562e+00,-3.457174387733114714e-09,-4.024061217322055101e-03
5.309999999999931219e+00,-3.073172630052583454e+00,-3.187367088334194306e-09,-4.024061216549552379e-03
5.319999999999931006e+00,-3.073172630083186974e+00,-2.938619114489597528e-09,-4.024061215837355585e-03
5.329999999999930793e+00,-3.073172630111402182e+00,-2.709286017553657501e-09,-4.024061215180685554e-03
5.339999999999930580e+00,-3.073172630137415595e+00,-2.497852823561165320e-09,-4.024061214575266193e-03
5.349999999999930367e+00,-3.073172630161398633e+00,-2.302921496662737551e-09,-4.024061214017030444e-03
5.359999999999930154e+00,-3.073172630183510279e+00,-2.123205291548978063e-09,-4.024061213502423857e-03
5.369999999999929940e+00,-3.073172630203896194e+00,-1.957514014754651192e-09,-4.024061213027811321e-03
5.379999999999929727e+00,-3.073172630222691382e+00,-1.804755325990554408e-09,-4.024061212590360030e-03
5.389999999999929514e+00,-3.073172630240019743e+00,-1.663917843291999415e-09,-4.024061212186912789e-03
5.399999999999929301e+00,-3.073172630255995852e+00,-1.534072575093433826e-09,-4.024061211815041852e-03
5.409999999999929088e+00,-3.073172630270725403e+00,-1.414359792522529836e-09,-4.024061211472068807e-03
5.419999999999928875e+00,-3.073172630284305651e+00,-1.303991102784075186e-09,-4.024061211155995250e-03
5.429999999999928662e+00,-3.073172630296825858e+00,-1.202235324396099150e-09,-4.024061210864446347e-03
5.439999999999928448e+00,-3.073172630308369069e+00,-1.108421050816408351e-09,-4.024061210595717732e-03
5.449999999999928235e+00,-3.073172630319011667e+00,-1.021928137257458683e-09,-4.024061210347937637e-03
5.459999999999928022e+00,-3.073172630328823818e+00,-9.421845082932496814e-10,-4.024061210119427717e-03
5.469999999999927809e+00,-3.073172630337870359e+00,-8.686651987199758249e-10,-4.024061209908852237e-03
5.479999999999927596e+00,-3.073172630346210799e+00,-8.008823644432873042e-10,-4.024061209714585759e-03
5.489999999999927383e+00,-3.073172630353900647e+00,-7.383889376800151223e-10,-4.024061209535510254e-03
5.499999999999927169e+00,-3.073172630360990532e+00,-6.807727302413309560e-10,-4.024061209370431366e-03
5.509999999999926956e+00,-3.073172630367527081e+00,-6.276517254435455464e-10,-4.024061209218140860e-03
